36
suction
-6.98477405423118 -0.435728976114689 205.769085039545
-6.98334805951971 -0.44073358429355 205.76459990771
-6.98211004915642 -0.446502308513004 205.761082915354
-6.98109854580829 -0.452844333844867 205.758648702152
-6.98034624082861 -0.459551685781258 205.757380797684
-6.97987711245068 -0.466402885904842 205.757321426706
-6.97970545393083 -0.47317188272261 205.758467997881
-6.97984119619407 -0.479631466351521 205.760795109658
-6.98023719334154 -0.485661645172669 205.764074796123
-6.9807058276089 -0.491536684691958 205.76762248705
-6.98132850823384 -0.498670479964385 205.772170508056
-6.98203564644833 -0.507581689413541 205.777604540948
-6.98285655847268 -0.518652962679237 205.784181851502
-6.98390913746275 -0.532178009676559 205.792504611649
-6.98519014052054 -0.548829913427537 205.802823095082
-6.98678236816245 -0.569241504796644 205.815756598591
-6.98872512849172 -0.594314140092402 205.831887368009
-6.9910598076964 -0.62514968136968 205.851952868707
-6.99390796784458 -0.662918821556737 205.877149658072
-6.99734636421175 -0.709172764539871 205.908799023103
-7.00152869453613 -0.765618117545139 205.948830388679
-7.00662380888815 -0.834302721838299 205.999700723911
-7.01161888492229 -0.902089734376059 206.052029358963
-7.0166972366767 -0.968620396185472 206.106201651355
-7.02178893515703 -1.03409841607578 206.161905008351
-7.02694788015391 -1.09844958014163 206.219167054304
-7.0321960934756 -1.16168123119744 206.277923256522
-7.03761014849574 -1.223675518187 206.338238615333
-7.04326204581429 -1.28432326146609 206.400159114085
-7.04912871818077 -1.34372906246441 206.463527455212
-7.05522780253307 -1.40190469905127 206.528281970936
-7.06165224959451 -1.45869273033084 206.594504093699
-7.06846521515397 -1.51400062614071 206.662209966873
-7.07567107511577 -1.56787648790739 206.731304019422
-7.08327652349772 -1.62035256758826 206.801710106773
-7.09134747656402 -1.67131928842083 206.873452240913
-7.09994340588928 -1.72068925182309 206.94653149296
-7.10908963962629 -1.76845352632318 207.020895831553
-7.11880254771239 -1.81461584847054 207.09648776489
-7.12911737474111 -1.85913033304563 207.173278488795
-7.14009312425384 -1.90189557155602 207.251263859219
